STRING,syllable1a_p,syllable1a_g,syllable1a_pg,syllable1b_p,syllable1b_g,syllable1b_pg,syllable1c_p,syllable1c_g,syllable1c_pg,syllable1d_p,syllable1d_g,syllable1d_pg,syllable1e_p,syllable1e_g,syllable1e_pg,syllable1f_p,syllable1f_g,syllable1f_pg,syllable2a_p,syllable2a_g,syllable2a_pg,syllable2b_p,syllable2b_g,syllable2b_pg,syllable2c_p,syllable2c_g,syllable2c_pg,syllable2d_p,syllable2d_g,syllable2d_pg,syllable2e_p,syllable2e_g,syllable2e_pg,syllable2f_p,syllable2f_g,syllable2f_pg,syllable3a_p,syllable3a_g,syllable3a_pg,syllable3b_p,syllable3b_g,syllable3b_pg,syllable3c_p,syllable3c_g,syllable3c_pg,syllable3d_p,syllable3d_g,syllable3d_pg,syllable3e_p,syllable3e_g,syllable3e_pg,syllable3f_p,syllable3f_g,syllable3f_pg,syllable4a_p,syllable4a_g,syllable4a_pg,syllable4b_p,syllable4b_g,syllable4b_pg,syllable4c_p,syllable4c_g,syllable4c_pg,syllable4d_p,syllable4d_g,syllable4d_pg,syllable4e_p,syllable4e_g,syllable4e_pg,syllable4f_p,syllable4f_g,syllable4f_pg,syllable5a_p,syllable5a_g,syllable5a_pg,syllable5b_p,syllable5b_g,syllable5b_pg,syllable5c_p,syllable5c_g,syllable5c_pg,syllable5d_p,syllable5d_g,syllable5d_pg,syllable5e_p,syllable5e_g,syllable5e_pg,syllable5f_p,syllable5f_g,syllable5f_pg,syllable6a_p,syllable6a_g,syllable6a_pg,syllable6b_p,syllable6b_g,syllable6b_pg,syllable6c_p,syllable6c_g,syllable6c_pg,syllable6d_p,syllable6d_g,syllable6d_pg,syllable6e_p,syllable6e_g,syllable6e_pg,syllable6f_p,syllable6f_g,syllable6f_pg
fate,f,f,f+f,eɪ,a,eɪ+a_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
father,f,f,f+f,ɑ,a,ɑ+a,,,,,,,,,,,,,ð,th,ð+th,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatigue,f,f,f+f,ə,a,ə+a,,,,,,,,,,,,,t,t,t+t,i,i,i+i_e,g,gu,g+gu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatso,f,f,f+f,æ,a,æ+a,t,t,t+t,,,,,,,,,,s,s,s+s,oʊ,o,oʊ+o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatten,f,f,f+f,æ,a,æ+a,,,,,,,,,,,,,t,tt,t+tt,ə,e,ə+e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fatty,f,f,f+f,æ,a,æ+a,,,,,,,,,,,,,t,tt,t+tt,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faucet,f,f,f+f,ɔ,au,ɔ+au,,,,,,,,,,,,,s,c,s+c,ə,e,ə+e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fault,f,f,f+f,ɔ,au,ɔ+au,l,l,l+l,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faux,f,f,f+f,oʊ,aux,oʊ+aux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favor,f,f,f+f,eɪ,a,eɪ+a,,,,,,,,,,,,,v,v,v+v,ɚ,o,ɚ+o,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favorite,f,f,f+f,eɪ,a,eɪ+a,,,,,,,,,,,,,v,v,v+v,ɚ,o,ɚ+o,r,r,r+r,,,,,,,,,,ɪ,i,ɪ+i_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favour,f,f,f+f,eɪ,a,eɪ+a,,,,,,,,,,,,,v,v,v+v,ɚ,ou,ɚ+ou,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
favourite,f,f,f+f,eɪ,a,eɪ+a,,,,,,,,,,,,,v,v,v+v,ɚ,ou,ɚ+ou,r,r,r+r,,,,,,,,,,ɪ,i,ɪ+i_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fawn,f,f,f+f,ɔ,aw,ɔ+aw,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fay,f,f,f+f,eɪ,ay,eɪ+ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
faze,f,f,f+f,eɪ,a,eɪ+a_e,z,z,z+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fear,f,f,f+f,ɪ,ea,ɪ+ea,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feared,f,f,f+f,ɪ,ea,ɪ+ea,r,r,r+r,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fearful,f,f,f+f,ɪ,ea,ɪ+ea,r,r,r+r,,,,,,,,,,f,f,f+f,ə,u,ə+u,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feasible,f,f,f+f,i,ea,i+ea,,,,,,,,,,,,,z,s,z+s,ə,i,ə+i,,,,,,,,,,,,,b,b,b+b,ə,,ə+_,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feast,f,f,f+f,i,ea,i+ea,s,s,s+s,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feat,f,f,f+f,i,ea,i+ea,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feather,f,f,f+f,ɛ,ea,ɛ+ea,,,,,,,,,,,,,ð,th,ð+th,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feathers,f,f,f+f,ɛ,ea,ɛ+ea,,,,,,,,,,,,,ð,th,ð+th,ɚ,e,ɚ+e,r,r,r+r,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feature,f,f,f+f,i,ea,i+ea,,,,,,,,,,,,,tʃ,t,tʃ+t,ɚ,u,ɚ+u_e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
features,f,f,f+f,i,ea,i+ea,,,,,,,,,,,,,tʃ,t,tʃ+t,ɚ,u,ɚ+u,r,r,r+r,z,es,z+es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
february,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,b,b,b+b,r,r,r+r,u,u,u+u,,,,,,,,,,ɛ,a,ɛ+a,,,,,,,,,,,,,,,,r,r,r+r,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fed,f,f,f+f,ɛ,e,ɛ+e,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
federal,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,ə,a,ə+a,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fee,f,f,f+f,i,ee,i+ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feed,f,f,f+f,i,ee,i+ee,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feeder,f,f,f+f,i,ee,i+ee,,,,,,,,,,,,,d,d,d+d,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feel,f,f,f+f,i,ee,i+ee,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feeling,f,f,f+f,i,ee,i+ee,,,,,,,,,,,,,l,l,l+l,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feelings,f,f,f+f,i,ee,i+ee,,,,,,,,,,,,,l,l,l+l,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feels,f,f,f+f,i,ee,i+ee,l,l,l+l,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feet,f,f,f+f,i,ee,i+ee,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feigning,f,f,f+f,eɪ,ei,eɪ+ei,,,,,,,,,,,,,n,gn,n+gn,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feint,f,f,f+f,eɪ,ei,eɪ+ei,n,n,n+n,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felicity,f,f,f+f,ɪ,e,ɪ+e,,,,,,,,,,,,,l,l,l+l,ɪ,i,ɪ+i,,,,,,,,,,,,,s,c,s+c,ə,i,ə+i,,,,,,,,,,,,,t,t,t+t,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fell,f,f,f+f,ɛ,e,ɛ+e,l,ll,l+ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fella,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,l,ll,l+ll,ə,a,ə+a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fellas,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,l,ll,l+ll,ə,a,ə+a,z,s,z+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fellow,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,l,ll,l+ll,oʊ,ow,oʊ+ow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felony,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,l,l,l+l,ə,o,ə+o,,,,,,,,,,,,,n,n,n+n,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
felt,f,f,f+f,ɛ,e,ɛ+e,l,l,l+l,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
female,f,f,f+f,i,e,i+e,,,,,,,,,,,,,m,m,m+m,eɪ,a,eɪ+a_e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feminine,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,m,m,m+m,ə,i,ə+i,,,,,,,,,,,,,n,n,n+n,ɪ,i,ɪ+i_e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fen,f,f,f+f,ɛ,e,ɛ+e,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fence,f,f,f+f,ɛ,e,ɛ+e_e,n,n,n+n,s,c,s+c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fend,f,f,f+f,ɛ,e,ɛ+e,n,n,n+n,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fern,f,f,f+f,ɚ,e,ɚ+e,r,r,r+r,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferocious,f,f,f+f,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,oʊ,o,oʊ+o,,,,,,,,,,,,,,,,ʃ,ci,ʃ+ci,ə,ou,ə+ou,s,s,s+s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferret,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,r,rr,r+rr,ə,e,ə+e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ferry,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,r,rr,r+rr,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertile,f,f,f+f,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,t,t,t+t,ə,i,ə+i_e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertile,f,f,f+f,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,t,t,t+t,aɪ,i,aɪ+i_e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fertilizer,f,f,f+f,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,t,t,t+t,ə,i,ə+i,,,,,,,,,,,,,l,l,l+l,aɪ,i,aɪ+i,,,,,,,,,,,,,z,z,z+z,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
festive,f,f,f+f,ɛ,e,ɛ+e,,,,,,,,,,,,,s,s,s+s,t,t,t+t,ɪ,i,ɪ+i_e,v,v,v+v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fetch,f,f,f+f,ɛ,e,ɛ+e,tʃ,tch,tʃ+tch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fete,f,f,f+f,ɛ,e,ɛ+e_e,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feud,f,f,f+f,ju,eu,ju+eu,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fever,f,f,f+f,i,e,i+e,,,,,,,,,,,,,v,v,v+v,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
few,f,f,f+f,ju,ew,ju+ew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fib,f,f,f+f,ɪ,i,ɪ+i,b,b,b+b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibber,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,b,bb,b+bb,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiche,f,f,f+f,i,i,i+i_e,ʃ,ch,ʃ+ch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiction,f,f,f+f,ɪ,i,ɪ+i,k,c,k+c,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fictional,f,f,f+f,ɪ,i,ɪ+i,k,c,k+c,,,,,,,,,,ʃ,ti,ʃ+ti,ə,o,ə+o,,,,,,,,,,,,,n,n,n+n,ə,a,ə+a,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidgety,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,dʒ,dg,dʒ+dg,ə,e,ə+e,,,,,,,,,,,,,t,t,t+t,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
field,f,f,f+f,i,ie,i+ie,l,l,l+l,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiend,f,f,f+f,i,ie,i+ie,n,n,n+n,d,d,d+d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fierce,f,f,f+f,ɪ,ie,ɪ+ie_e,r,r,r+r,s,c,s+c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fife,f,f,f+f,aɪ,i,aɪ+i_e,f,f,f+f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifteen,f,f,f+f,ɪ,i,ɪ+i,f,f,f+f,,,,,,,,,,t,t,t+t,i,ee,i+ee,n,n,n+n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifth,f,f,f+f,ɪ,i,ɪ+i,f,f,f+f,θ,th,θ+th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fifty,f,f,f+f,ɪ,i,ɪ+i,f,f,f+f,,,,,,,,,,t,t,t+t,i,y,i+y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fig,f,f,f+f,ɪ,i,ɪ+i,g,g,g+g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fight,f,f,f+f,aɪ,igh,aɪ+igh,t,t,t+t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fighter,f,f,f+f,aɪ,igh,aɪ+igh,,,,,,,,,,,,,t,t,t+t,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fighting,f,f,f+f,aɪ,igh,aɪ+igh,,,,,,,,,,,,,t,t,t+t,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figure,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,g,g,g+g,jɚ,u,jɚ+u_e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figured,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,g,g,g+g,jɚ,u,jɚ+u,r,r,r+r,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figures,f,f,f+f,i,i,i+i,,,,,,,,,,,,,g,g,g+g,jɚ,u,jɚ+u,r,r,r+r,z,es,z+es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
figuring,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,g,g,g+g,jɚ,u,jɚ+u,r,r,r+r,,,,,,,,,,ɪ,i,ɪ+i,ŋ,ng,ŋ+ng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
file,f,f,f+f,aɪ,i,aɪ+i_e,l,l,l+l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
files,f,f,f+f,aɪ,i,aɪ+i,l,l,l+l,z,es,z+es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filibuster,f,f,f+f,ɪ,i,ɪ+i,,,,,,,,,,,,,l,l,l+l,ə,i,ə+i,,,,,,,,,,,,,b,b,b+b,ʌ,u,ʌ+u,,,,,,,,,,,,,s,s,s+s,t,t,t+t,ɚ,e,ɚ+e,r,r,r+r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fill,f,f,f+f,ɪ,i,ɪ+i,l,ll,l+ll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filled,f,f,f+f,ɪ,i,ɪ+i,l,ll,l+ll,d,ed,d+ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
